-5.000049e-01 0.000000e+00
-4.999657e-01 -1.098067e-03
-4.998479e-01 -2.196133e-03
-4.996513e-01 -3.294200e-03
-4.993752e-01 -4.392267e-03
-4.990187e-01 -5.490333e-03
-4.985809e-01 -6.588400e-03
-4.980604e-01 -7.686467e-03
-4.974556e-01 -8.784533e-03
-4.967648e-01 -9.882600e-03
-4.959860e-01 -1.098067e-02
-4.951168e-01 -1.207873e-02
-4.941549e-01 -1.317680e-02
-4.930974e-01 -1.427487e-02
-4.919414e-01 -1.537293e-02
-4.906837e-01 -1.647100e-02
-4.891724e-01 -1.777240e-02
-4.872838e-01 -1.911597e-02
-4.846439e-01 -2.086073e-02
-4.812566e-01 -2.289453e-02
-4.771273e-01 -2.510695e-02
-4.722623e-01 -2.741373e-02
-4.666692e-01 -2.977441e-02
-4.603564e-01 -3.215108e-02
-4.533338e-01 -3.451184e-02
-4.456122e-01 -3.683522e-02
-4.372035e-01 -3.910245e-02
-4.281207e-01 -4.129767e-02
-4.183777e-01 -4.340776e-02
-4.079897e-01 -4.542208e-02
-3.969725e-01 -4.733101e-02
-3.853432e-01 -4.912542e-02
-3.731198e-01 -5.079786e-02
-3.603210e-01 -5.234327e-02
-3.469667e-01 -5.375587e-02
-3.330773e-01 -5.503046e-02
-3.186744e-01 -5.616324e-02
-3.037801e-01 -5.715196e-02
-2.884174e-01 -5.799514e-02
-2.726100e-01 -5.869091e-02
-2.563822e-01 -5.923976e-02
-2.397591e-01 -5.964206e-02
-2.227663e-01 -5.989782e-02
-2.054301e-01 -6.001067e-02
-1.877770e-01 -5.998319e-02
-1.698344e-01 -5.981816e-02
-1.516300e-01 -5.951935e-02
-1.331918e-01 -5.909126e-02
-1.145481e-01 -5.853874e-02
-9.572789e-02 -5.786779e-02
-7.676005e-02 -5.708407e-02
-5.767384e-02 -5.619311e-02
-3.849870e-02 -5.520119e-02
-1.926420e-02 -5.411499e-02
3.004579e-17 -5.294053e-02
1.926420e-02 -5.168457e-02
3.849870e-02 -5.035437e-02
5.767384e-02 -4.895646e-02
7.676005e-02 -4.749689e-02
9.572789e-02 -4.598278e-02
1.145481e-01 -4.442106e-02
1.331918e-01 -4.281745e-02
1.516300e-01 -4.117764e-02
1.698344e-01 -3.950939e-02
1.877770e-01 -3.781780e-02
2.054301e-01 -3.610882e-02
2.227663e-01 -3.438854e-02
2.397591e-01 -3.266183e-02
2.563822e-01 -3.093610e-02
2.726100e-01 -2.921546e-02
2.884174e-01 -2.750532e-02
3.037801e-01 -2.581184e-02
3.186744e-01 -2.413931e-02
3.330773e-01 -2.249444e-02
3.469667e-01 -2.088167e-02
3.603210e-01 -1.930559e-02
3.731198e-01 -1.777210e-02
3.853432e-01 -1.628647e-02
3.969725e-01 -1.485333e-02
4.079897e-01 -1.347735e-02
4.183777e-01 -1.216385e-02
4.281207e-01 -1.091805e-02
4.372035e-01 -9.743085e-03
4.456122e-01 -8.643717e-03
4.533338e-01 -7.624680e-03
4.603564e-01 -6.689628e-03
4.666692e-01 -5.842642e-03
4.722623e-01 -5.086789e-03
4.771273e-01 -4.424766e-03
4.812566e-01 -3.859638e-03
4.846439e-01 -3.393984e-03
4.872838e-01 -3.029825e-03
4.891724e-01 -2.768670e-03
4.903067e-01 -2.611567e-03
4.906850e-01 -2.559132e-03
4.947530e-01 -1.994000e-03
4.973148e-01 -1.633617e-03
4.998765e-01 -1.270537e-03
5.024382e-01 -7.706875e-04
5.050000e-01 -2.842171e-14
-5.000049e-01 0.000000e+00
-4.999657e-01 1.098067e-03
-4.998479e-01 2.196133e-03
-4.996513e-01 3.294200e-03
-4.993752e-01 4.392267e-03
-4.990187e-01 5.490333e-03
-4.985809e-01 6.588400e-03
-4.980604e-01 7.686467e-03
-4.974556e-01 8.784533e-03
-4.967648e-01 9.882600e-03
-4.959860e-01 1.098067e-02
-4.951168e-01 1.207873e-02
-4.941549e-01 1.317680e-02
-4.930974e-01 1.427487e-02
-4.919414e-01 1.537293e-02
-4.906837e-01 1.647100e-02
-4.891711e-01 1.768269e-02
-4.872825e-01 1.908620e-02
-4.846426e-01 2.086870e-02
-4.812553e-01 2.290344e-02
-4.771261e-01 2.510385e-02
-4.722611e-01 2.741369e-02
