-5.000032e-01 -1.323000e-06
-5.000029e-01 -1.131065e-04
-5.000020e-01 -2.248899e-04
-5.000006e-01 -3.366734e-04
-4.999986e-01 -4.484568e-04
-4.999959e-01 -5.602403e-04
-4.999928e-01 -6.720238e-04
-4.999890e-01 -7.838072e-04
-4.999846e-01 -8.955907e-04
-4.999796e-01 -1.007374e-03
-4.999741e-01 -1.119158e-03
-4.999679e-01 -1.230941e-03
-4.999612e-01 -1.342725e-03
-4.999538e-01 -1.454508e-03
-4.999458e-01 -1.566291e-03
-4.999372e-01 -1.678075e-03
-4.999280e-01 -1.789858e-03
-4.999182e-01 -1.901642e-03
-4.999077e-01 -2.013425e-03
-4.998965e-01 -2.125209e-03
-4.998847e-01 -2.236992e-03
-4.998723e-01 -2.348776e-03
-4.998592e-01 -2.460559e-03
-4.998454e-01 -2.572343e-03
-4.998309e-01 -2.684126e-03
-4.998157e-01 -2.795909e-03
-4.997998e-01 -2.907693e-03
-4.997832e-01 -3.019476e-03
-4.997658e-01 -3.131260e-03
-4.997477e-01 -3.243043e-03
-4.997289e-01 -3.354827e-03
-4.997093e-01 -3.466610e-03
-4.996889e-01 -3.578394e-03
-4.996677e-01 -3.690177e-03
-4.996457e-01 -3.801961e-03
-4.996229e-01 -3.913744e-03
-4.995992e-01 -4.025528e-03
-4.995747e-01 -4.137311e-03
-4.993119e-01 -5.192347e-03
-4.989753e-01 -6.246871e-03
-4.985590e-01 -7.294009e-03
-4.980570e-01 -8.325477e-03
-4.974644e-01 -9.331753e-03
-4.967784e-01 -1.030260e-02
-4.959988e-01 -1.122811e-02
-4.951284e-01 -1.209967e-02
-4.941736e-01 -1.291207e-02
-4.931405e-01 -1.366101e-02
-4.920361e-01 -1.434360e-02
-4.908769e-01 -1.497740e-02
-4.896726e-01 -1.557604e-02
-4.884273e-01 -1.614518e-02
-4.871439e-01 -1.668913e-02
-4.858246e-01 -1.721133e-02
-4.844711e-01 -1.771495e-02
-4.830844e-01 -1.820249e-02
-4.816651e-01 -1.867601e-02
-4.802138e-01 -1.913705e-02
-4.787306e-01 -1.958690e-02
-4.772154e-01 -2.002660e-02
-4.756684e-01 -2.045708e-02
-4.740892e-01 -2.087910e-02
-4.724778e-01 -2.129339e-02
-4.708338e-01 -2.170059e-02
-4.691571e-01 -2.210136e-02
-4.674472e-01 -2.249629e-02
-4.657038e-01 -2.288597e-02
-4.639266e-01 -2.327092e-02
-4.621151e-01 -2.365162e-02
-4.602689e-01 -2.402848e-02
-4.583876e-01 -2.440189e-02
-4.564706e-01 -2.477217e-02
-4.545175e-01 -2.513964e-02
-4.525276e-01 -2.550455e-02
-4.505005e-01 -2.586717e-02
-4.484356e-01 -2.622774e-02
